,marketSegment,name,slug,ticker,totalSupply
987,,LinkToken,linktoken,LTK,1500000000
988,Platform,Lition,lition,LIT,130039256.689
989,Financial,BHPCash,bhpcash,BHPC,46915621.12
990,Infrastructure,Unibright,unibright,UBT,150000000
991,Decentralized Exchange,Gains Network,p-gains-network,GNS,30291000
992,Binance,aXpire,axpire,AXP,346274001.40087
993,DeFi,Duck DAO,duck-dao,DUCK,95986126.46717
994,Verification,Blockpass,blockpass,PASS,1000000000
995,Blockchain Service,Newton,newton,NEW,98823661261.46
996,Data,Streamr,streamr-datacoin,DATA,861800041.8100061
997,Protocol,Trinity Protocol,trinity-protocol,TRI,0
998,Blockchain Service,XYO Network,xyo,XYO,13960974963
999,Verification,Radium,radium,RADS,4195412.03757967
1000,Gaming,PlayGame Token,playgame-token,PXG,1000000000
1001,Jobs,Canya,canyacoin,CAN,95826983.065
1002,Lending,Euler,euler-finance,EUL,27182818.28
1003,Blockchain Network,VeriBlock,veriblock,VBK,1189815468.4625733
1004,Virtual Reality,Scanet World Coin,scanet-world-coin,SWC,1000000000
1005,Cryptocurrency,MetaHash,metahash,MHC,3788407979
1006,,DECOIN,decoin,DTEP,80196935.86966878
1007,,Metacraft,metacraft,MCT,1641963300
1008,Supply,Serve,serve,SERV,10000000000
1009,Decentralized Exchange,Nectar,nectar,NEC,618133330.107871
1010,Interoperability,ICON,icon,ICX,926210351
1011,Blockchain Service,Merculet,merculet,MVP,10000000000
1012,DeFi,SakeToken,sake-token,SAKE,136278605.52495152
1013,Ethereum,BitDAO,bitdao,BIT,10000000000
1014,Platform,Hyperion,hyperion,HYN,7876642307
1015,Real Estate,IHT Real Estate Protocol,iht-real-estate-protocol,IHT,996491162
1016,Cryptocurrency,Benz,benz,BENZ,6680472.88
1017,Gaming,Chain Guardians,chain-guardians,CGG,120000000
1018,Cryptocurrency,Bitcoin Gold,bitcoin-gold,BTG,17513923.589
1019,Platform,Simple Token (OST),ost,OST,800000000
1020,Virtual Reality,Matryx,matryx,MTX,314159265
1021,Ethereum,AidCoin,aidcoin,AID,42547118.7
1022,Ethereum,Adventure Gold,adventure-gold,AGLD,70170001
1023,Cryptocurrency,Bitcoin Interest,bitcoin-interest,BCI,18326891.5
1024,Blockchain Network,MultiVAC,multivac,MTV,10000000000
1025,Entertainment,Atari Token,atari-token,ATRI,1975082183
1026,DeFi,Hegic [on Arbitrum],arb-hegic,HEGIC,3012009888
1027,Platform,Callisto Network,callisto-network,CLO,3104773221
1028,Financial,Auctus,auctus,AUC,65829630.62007512
1029,Gaming,Magic Cube Coin,magic-cube-coin,MCC,20000000000
1030,Financial,Aladdin,aladdin,ADN,100000000000
1031,Financial,DAOventures,daoventures,DVD,15070000
1032,AI,Jarvis+,jarvis,JAR,600000000
1033,Blockchain Service,Dragonchain,dragonchain,DRGN,433494437
1034,Decentralized Exchange,Loopring [NEO],loopring-neo,LRN,113602931.2
1035,Cloud Storage,Holo,holo,HOT,177619433541.14133
1036,Marketing,Incent,incent,INCNT,46015890.96620686
1037,Gaming,Gala,gala,GALA,35240112493
1038,Platform,Content Neutrality Network,content-neutrality-network,CNN,100000000000
1039,Ethereum,Covesting,covesting,COV,18767851.21152613
1040,Blockchain Service,Atonomi,atonomi,ATMI,1000000000
1041,DeFi,Hegic [on Ethereum],hegic,HEGIC,3012009888
1042,,Woodcoin,woodcoin,LOG,9788383.93199347
1043,,Fundamenta,fundamenta,FMTA,18105832.76881415
1044,Healthcare,Misbloc,misbloc,MSB,300000000
1045,Art,Maecenas,maecenas,ART,100000000
1046,Transportation,AVINOC,avinoc,AVINOC,1000000000
1047,Gambling,WinStars.live,winstars-live,WNL,77777777
1048,Protocol,PalletOne,palletone,PTN,1000000000
1049,Exchange,Coinsuper Ecosystem Network,coinsuper-ecosystem-network,CEN,898614083.223577
1050,Stablecoin,Brazilian Digital Token,brz,BRZ,1000000000
1051,,WINk,wink,WIN,993701859243.4863
1052,Gaming,GAMEE,gamee,GMEE,3180000000
1053,,ArGo,argoapp,ARGO,65541667
1054,,UniMex Network,unimex-network,UMX,10000000
1055,,Forefront,forefront,FF,10000000
1056,Data,BaaSid,baasid,BAAS,10000000000
1057,Smart Contracts,Ethereum,ethereum,ETH,122373866.2178
1058,Platform,NPER,nper,NPER,218999990
1059,Financial,COTI,coti,COTI,2000000000
1060,Ethereum,BOOM,boom,BOOM,966990728.2021196
1061,Entertainment,Webflix Token,webflix-token,WFX,27000000000
1062,Financial,UTRUST,utrust,UTK,500000000
1063,Smart Contracts,NEM,nem,XEM,8999999999
1064,Financial,Santiment,santiment,SAN,83337000
1065,Blockchain Network,Elastos,elastos,ELA,24940211.89010385
1066,Scaling,Boba Network,boba-network,BOBA,500000000
1067,Data,Datawallet,datawallet,DXT,1000000000
1068,Other,Neural Protocol,neural-protocol,NRP,9500000000
1069,Blockchain Service,GoNetwork,gonetwork,GOT,100000000
1070,Platform,Loom Network,loom-network,LOOM,1300000000
1071,Infrastructure,Chromia,chromia,CHR,471970667.472656
1072,Blockchain Service,Nucleus Vision,nucleus-vision,NCASH,9840583225
1073,Blockchain Network,Mastercoin (Omni),omni,OMNI,619383.86423637
1074,Platform,Katalyo,katalyo,KTLYO,85000000
1075,Financial,Ivy,ivy,IVY,1610924200
1076,Interoperability,ChainX,chainx,PCX,12505374.7
1077,Healthcare,Lympo,lympo,LYM,999999999.017098
1078,,Lith Token,lith-token,LITH,5417770823
1079,,Public Mint,public-mint,MINT,250000000
1080,,Sarcophagus,sarcophagus,SARCO,100000000
1081,Exchange,Birake,birake,BIR,109059969.30331047
1082,Trading,Caspian,caspian,CSP,1000000000
1083,Other,Function X,function-x,FX,408520357
1084,Platform,YEE,yee,YEE,10000000000
1085,Blockchain Service,Kleros,kleros,PNK,764626704
1086,Cryptocurrency,Ulord,ulord,UT,181135560.402
1087,,DecentraWeb,decentraweb,DWEB,100000000
1088,,Agoras: Currency of Tau,agoras-tokens,AGRS,42000000
1089,IoT,Thingschain,thingschain,TIC,26000000000
1090,Gaming,CWV Chain,cwv-chain,CWV,10000000000
1091,Platform,Unification,unification,UND,120000000
1092,Real Estate,Propy,propy,PRO,100000000
1093,Platform,HTMLCOIN,html-coin,HTML,80434575000
1094,Entertainment,CyberMusic,cybermusic,CYMT,15500000000
1095,Other,Fivebalance ,fivebalance,FBN,1098280626.7322183
1096,Ethereum,Splyt,splyt,SHOPX,500000000
1097,Mining,GMT Token,gomining-token,GMT,354889025
1098,Stablecoin,TrueUSD,trueusd,TUSD,861142895.0926348
1099,Financial,Smartup,smartup,SMARTUP,5000000000
1100,Blockchain Service,carVertical,carvertical,CV,9835745291.659302
1101,Sports,Rage Fan,rage-fan,RAGE,400000000
1102,Healthcare,Boltt Coin,boltt-coin,BOLTT,170000000
1103,Platform,Dapp Token,dapp-token,DAPPT,5000000000
1104,DeFi,MahaDAO,mahadao,MAHA,9997846.07721052
1105,Cryptocurrency,ZClassic,zclassic,ZCL,9287024.33
1106,Arbitrum,Arbitrum,arbitrum,ARB,
1107,,Dogey-Inu,dogey-inu,DINU,948643262856101.5
1108,Other,BoatPilot Token,boat-pilot-token,NAVY,161513803.918
1109,Platform,Qredit,qredit,QRT,721685470
1110,Financial,Pluton,pluton,PLU,20000000
1111,Blockchain Network,UGAS,ugas,UGAS,1000000000
1112,DeFi,IterationSyndicate,iterationsyndicate,ITS,100000
1113,DeFi,APY.Finance,apy-finance,APY,100000000
1114,,Hiveterminal Token,hiveterminal-token,HVN,500000000
1115,,Sylo,sylo,SYLO,10000000000
1116,Blockchain Network,Quantum Resistant Ledger,quantum-resistant-ledger,QRL,76748022.73475501
1117,Cloud Computing,MassGrid,massgrid,MGD,139594968.222342
1118,Ethereum,Dexter G,dexter-g,DXG,91834502.8781996
1119,Blockchain Service,Apex,apex,CPX,676989090
1120,DeFi,PRIA,pria,PRIA,0
1121,Insurance,InsurePal,insurepal,IPL,300000000
1122,Energy,Power Ledger,power-ledger,POWR,999506122.99937
1123,Smart Contracts,Lisk,lisk,LSK,144818773
1124,Financial,HedgeTrade,hedgetrade,HEDG,1000000000
1125,Metaverse,WEMIX,wemix,WEMIX,1055882690
1126,Blockchain Service,nOS,nos,NOS,330000000
1127,Data,Banyan Network,banyan-network,BBN,1000000000
1128,Gaming,Mossland,moss-coin,MOC,500000000
1129,Data,Bluzelle,bluzelle,BLZ,500000000
1130,Insurance,ShineChain,shinechain,SHE,5000000000
1131,Exchange,CGC Token,cgc-token,CGC,92314325.0
1132,Supply,CargoX,cargox,CXO,215119015.62456924
1133,Masternodes,Oxen,loki,LOKI,60751830
1134,Gaming,Enjin Coin,enjin-coin,ENJ,1000000000
1135,,STATERA,statera,STA,78943026.14062583
1136,,CRD Network,crdnetwork,CRD,1000000000
1137,,UBIX.Network,ubix-network,UBX,1000000000
1138,,Collateral Pay,collateral-pay,COLL,50000000
1139,Marketing,Vexanium,vexanium,VEX,1008772305
1140,Cryptocurrency,DDKoin,ddkoin,DDK,45000000
1141,Cloud Storage,DADI,dadi,DADI,100000000
1142,Blockchain Network,Credits,credits,CS,249471071.21
1143,Infrastructure,CommerceBlock,commerceblock,CBT,174866686
1144,Gaming,Plair,plair,PLA,100000000000
1145,Financial,Kcash,kcash,KCASH,1000000000
1146,Exchange,Tcash,tcash,TCASH,0
1147,Data,OWNDATA ,owndata,OWN,110000000000
1148,Cryptocurrency,Flash,flash,FLASH,900000000
1149,,Zero Utility Token,zero-utility-token,ZUT,968.75577487
1150,,Warp Finance,warp-finance,WARP,150000
1151,Protocol,Hydro Protocol,hydro-protocol,HOT,1560000000
1152,Smart Contracts,EOS,eos,EOS,1061006819.1993
1153,Decentralized Exchange,Loopring,loopring,LRC,1373873437.4424574
1154,Gaming,MobileGo,mobilego,MGO,99996877
1155,Supply,VeChain,vechain,VET,85985041177
1156,Tokenization,Polymath,polymath-network,POLY,1000000000
1157,Lending,Ripio Credit Network,ripio-credit-network,RCN,999942647.353
1158,DeFi,saffron.finance,saffron-finance,SFI,92122.50184922
1159,Cryptocurrency,APR Coin,apr-coin,APR,14013343.94182704
1160,DeFi,BarnBridge,barnbridge,BOND,10000000
1161,,Tapmydata,tapmydata,TAP,100000000
1162,,Chonk,chonk,CHONK,39000
1163,,Nuco.cloud,nuco-cloud,NCDT,50000000
1164,Ethereum,OptionRoom,optionroom,ROOM,100000000
1165,Cloud Computing,iExec RLC,rlc,RLC,86999784.9868455
1166,Cryptocurrency,FLO,flo,FLO,152351008.348
1167,Cloud Storage,Storj,storj,STORJ,424999998.00001335
1168,Marketing,HOQU,hoqu,HQX,275854380
1169,DeFi,Umbrella Network,umbrella-network,UMB,498500000
1170,Smart Contracts,Thunder Token,thunder-token,TT,10000000000
1171,Smart Contracts,Moonriver,moonriver,MOVR,10553580
1172,Smart Contracts,Qtum,qtum,QTUM,103944501
1173,,Fera,fera,FERA,300000000
1174,,BITTO,bitto,BITTO,17709627
1175,Platform,Consensus,consensus,SEN,1762262602.4235
1176,Privacy,Monero,monero,XMR,18202463.36279639
1177,Interoperability,YGGDRASH,yeed,YEED,10000000000
1178,Infrastructure,Orbs,orbs,ORBS,10000000000
1179,Verification,Vetri,vetri,VLD,449848163.6903
1180,Financial,Centauri,centauri,CTX,47879123.3895954
1181,Education,WOLLO,wollo,WLO,674999515
1182,Blockchain Service,DAOstack,daostack,GEN,60000000
1183,Cloud Computing,Flux,zel,FLUX,281917736.6494039
1184,Smart Contracts,Tezos,tezos,XTZ,938158061.958878
1185,Financial,Dether,dether,DTH,100000000
1186,Privacy,Tornado Cash,torn,TORN,10000000
1187,Blockchain Network,Dero,dero,DERO,18400000
1188,Gambling,Fire Lotto,fire-lotto,FLOT,100000000
1189,Financial,Humaniq,humaniq,HMQ,207143695.03559843
1190,Entertainment,ContentBox,contentbox,BOX,3000000000
1191,Financial,Populous,populous,PPT,53252246
1192,Financial,BOX Token,box-token,BOX,100000000
1193,,usdc-b,usdc-b,USDC-B,
1194,Decentralized Exchange,Waves,waves,WAVES,109892038
1195,,FaraLand,faraland,FARA,99930069
1196,Verification,Selfkey,selfkey,KEY,5999999954.464072
1197,Exchange,Bilaxy Token,bilaxy-token,BIA,2000000000
1198,Exchange,CoinMetro,coinmetro-token,XCM,329594652
1199,Advertising,AdShares,adshares,ADS,38758206
1200,Financial,Wirex,wirex-token,WXT,10000000000
1201,Prediction Market,Endor,endor-protocol,EDR,1468902335.5060341
1202,Supply,Budbo,budbo,BUBO,200000000
1203,,e-Money,e-money-coin,NGM,102993397
1204,Transportation,DACSEE,dacsee,DACS,3000000000
1205,Financial,Blank Wallet,blank-wallet,BLANK,124999999.99998416
1206,,Neutrino Token,neutrino-system-base-token,NSBT,2735873.313881
1207,DeFi,Sora Validator Token,sora-validator-token,VAL,100000000
1208,Marketing,MileVerse,mileverse,MVC,3000000000
1209,Infrastructure,IOST,iostoken,IOST,18588745668
1210,Cloud Computing,Crowd Machine,crowd-machine,CMCT,2000000000
1211,Financial,Puregold.io,puregold-token,PGT,60000000
1212,Data,Scry.info,scryinfo,DDD,1000000000
1213,Decentralized Exchange,BitShares,bitshares,BTS,2994550000
1214,Lending,ZPER,zper,ZPR,1850000000
1215,Financial,DUO Network,duo-network-token,DUO,100000000
1216,NFT,Ecomi,ecomi,OMI,750000000000
1217,Exchange,Digitex,digitex-futures,DGTX,2300000000
1218,Platform,Red Pulse,red-pulse,PHX,3391976087.0243707
1219,Financial,Silverway,silverway,SLV,1000000000
1220,Blockchain Network,QuarkChain,quarkchain,QKC,10000000000
1221,Entertainment,Like,likecoin,LIKE,1081994160.4933648
1222,Ethereum,Ruff,ruff,RUFF,1880000000
1223,Decentralized Exchange,Counterparty,counterparty,XCP,2613892
1224,Protocol,AppCoins,appcoins,APPC,239805531.28167322
1225,Blockchain Network,Usechain Token,usechain-token,USE,20000000000
1226,DeFi,Ampleforth,ampleforth,AMPL,46143293.05634706
1227,Data,Wibson,wibson,WIB,9000000000
1228,Ethereum,Vulcan Forged PYR,vulcan-forged-pyr,PYR,50000000
1229,Cryptocurrency,White Standard,white-standard,WSD,439402
1230,Platform,Genaro Network,genaro-network,GNX,650000000
1231,Blockchain Network,Vega Protocol,vegaprotocol,VEGA,64999723
1232,Platform,QunQun,qunqun,QUN,1557000000
1233,Ethereum,SolarCoin,solarcoin,SLR,98035260984.55385
1234,AI,TranslateMe Network Token,translateme-network-token,TMN,300000000
1235,Cryptocurrency,Bitcoin,bitcoin,BTC,19211106
1236,Cryptocurrency,BHPCoin,bhp-coin,BHP,52881277.67
1237,,Ternoa,ternoa,CAPS,2500000000
1238,Financial,MASTERNET,masternet,MASH,200000000
1239,Blockchain Network,Aergo,aergo,AERGO,500000000
1240,,tBTC,tbtc,TBTC,
1241,Trading,Swapfolio,swapfolio,SWFL,0
1242,Sports,S.C. Corinthians Fan Token,sc-corinthians-fan-token,SCCP,20000000
1243,Ethereum,Raiden Network Token,raiden-network-token,RDN,99999999.99999996
1244,Marketplace,BLOCKv,blockv,VEE,3646271241.2002554
1245,Cryptocurrency,Arionum,arionum,ARO,545399000
1246,Ethereum,adbank,adbank,ADB,1000000000
1247,Cryptocurrency,Feathercoin,feathercoin,FTC,336000000
1248,Blockchain Service,Open Platform,open-platform,OPEN,1745447045
1249,Entertainment,Viberate,viberate,VIB,200000000
1250,Ethereum,Devery,devery,EVE,99998697
1251,Decentralized Exchange,Switcheo,switcheo,SWTH,1719507587.7316053
1252,Protocol,Offshift,offshift,XFT,10000000
1253,Smart Contracts,Hacken Token,hackenai,HAI,1000000000
1254,Social,Cryptrust,cryptrust,CTRT,8966516683.735167
1255,,GNY,gny,GNY,400000000
1256,Financial,Zerobank,zerobank,ZB,1600000000
1257,,3DCoin,3dcoin,3DC,76477814
1258,Advertising,TouchCon,touchcon,TOC,990000000
1259,Blockchain Network,Hero Node,heronode,HER,2000000000
1260,Protocol,Essentia,essentia,ESS,1755313373
1261,Media,Factom,factom,FCT,10462234.54933749
1262,Trading,NaPoleonX,napoleonx,NPX,29800000
1263,Exchange,Finxflo,finxflo,FXF,150000000
1264,Other,PolySwarm,polyswarm,NCT,1885913075.8515422
1265,Blockchain Network,Egretia,egretia,EGT,8000000000
1266,Blockchain Service,VINChain,vinchain,VIN,840108901
1267,Ethereum,DAO Maker,dao-maker,DAO,274810687
1268,Gambling,TGAME,tgame,TGAME,101945017
1269,Media,AIOZ Network,aioz-network,AIOZ,1000000000
1270,Data,Dock,dock,DOCK,869619708.773492
1271,Binance,BinaryX,binaryx,BNX,6177192.62070718
1272,Exchange,Niobium Coin,niobium-coin,NBC,102289706.27784455
1273,Financial,Jibrel Network,jibrel-network,JNT,200000000
1274,DeFi,Deri Protocol,deri-protocol,DERI,473577679.592577
1275,Financial,Bread,bread,BRD,88862718
1276,E-Commerce,ARAW,araw,ARAW,4665366360
1277,Financial,Amon,amon,AMN,1209963685.36
1278,Financial,Litex,litex,LXT,2000000000
1279,Data,Neurotoken,neurotoken,NTK,99987499.9
1280,Decentralized Exchange,VVS Finance,vvs-finance,VVS,68282162997701.234
1281,,Life Crypto,life-crypto,LIFE,10000000000
1282,,Arepacoin,arepacoin,AREPA,17186897.23837551
1283,Cryptocurrency,ZIMBOCASH,zimbocash,ZASH,4500000000
1284,Energy,Restart Energy MWAT,restart-energy-mwat,MWAT,500000000
1285,Ethereum,UnlimitedIP,unlimitedip,UIP,2839985525.01
1286,Blockchain Network,High Performance Blockchain,high-performance-blockchain,HPB,101119949.75
1287,Other,MEET.ONE,meetone,MEETONE,10000000000
1288,Financial,CoinFi,coinfi,COFI,300000000
1289,DeFi,Whiteheart,whiteheart,WHITE,8888
1290,Gaming,UFO Gaming,ufo-gaming,UFO,25757575757575.5
1291,,Lithium,lithium,LITH,10000000000
1292,Platform,Fabric Token,fabric-token,FT,43593614.8928
1293,Media,Everipedia,everipedia,IQ,12070492550.4405
1294,Other,Einsteinium,einsteinium,EMC2,222990433.2499996
1295,Other,BitKan,bitkan,KAN,10000000000
1296,,EpiK Protocol,epik-protocol,EPK,210496564
1297,Media,Engagement Token,engagement-token,ENGT,1000000000
1298,,Rangers Protocol,rangers-protocol,RPG,21000000
1299,,BigONE Token,bigone-token,ONE,8755563948.145088
1300,Financial,OMG Network,omisego,OMG,140245398.24513277
1301,Platform,Naviaddress,naviaddress,NAVI,1000000000
1302,Marketplace,Tripio,tripio,TRIO,5000000000
1303,Media,adToken,adtoken,ADT,1000000000
1304,Trading,Own,own,CHX,168956522.093084
1305,Blockchain Service,SyncFab,syncfab,MFG,868459135.7414333
1306,AI,ORS Group,ors-group,ORS,557670519.646
1307,Gambling,Origin Sport,origin-sport,ORS,300000000
1308,Blockchain Network,Nuls,nuls,NULS,111697638.27680597
1309,Cloud Storage,EncrypGen,encrypgen,DNA,70938084.47283192
1310,Prediction Market,Prosper,prosper,PROS,100000000
1311,Communication Network,RightMesh,rightmesh,RMESH,129498559
1312,Cryptocurrency,Mooncoin,mooncoin,MOON,227490931369.9521
1313,Financial,Everex,everex,EVX,25000000
1314,Energy,Electronic Energy Coin,electronic-energy-coin,E2C,977663123.2139603
1315,Other,Mobius,mobius,MOBI,888000000
1316,Infrastructure,Litentry,litentry,LIT,100000000
1317,Financial,Gifto,gifto,GTO,1000000000
1318,Tokenization,Bankex,bankex,BKX,400000000
1319,,AstroSwap,astroswap,ASTRO,242000000
1320,,Signum,signum,SIGNA,2130801392
1321,Blockchain Service,Rate3 Network,rate3,RTE,1000000000
1322,,Matrix AI Network,matrix-ai-network,MAN,647450055.959024
1323,Financial,Monetha,monetha,MTH,402400000
1324,Financial,Wings,wings,WINGS,100000000
1325,Trading,Arbidex,arbidex,ABX,25000000
1326,Protocol,SmartMesh,smartmesh,SMT,3141592653
1327,Gaming,MagicCraft,bnb-magiccraft,MCRT,10000000000
1328,Stablecoin,NuBits,nubits,USNBT,70510851.3915
1329,Cloud Computing,aelf,aelf,ELF,1000000000
1330,Virtual Reality,Decentraland,decentraland,MANA,2193539027.320146
1331,Investments,DRP Utility,drp-utility,DRPU,3530372.73
1332,,HoDooi.com,hodooi,HOD,1000000000
1333,Cryptocurrency,TNC Coin,tnc-coin,TNC,196719999947
1334,,Smart MFG,smart-mfg,MFG,868459135.7414333
1335,,Tranche Finance,tranche-finance,SLICE,20000000
1336,,Stratos,stratos,STOS,100000000
1337,,Bitball Treasure,bitball-treasure,BTRS,0
1338,DeFi,Circuits of Value,circuits-of-value,COVAL,1786752135.9070642
1339,Healthcare,GreenMed,greenmed,GRMD,14899993
1340,Platform,Status,status,SNT,6804870174
1341,Infrastructure,V Systems,v-systems,VSYS,4641127643
1342,IoT,Ubique Chain Of Things,ubique-chain-of-things,UCT,1050000000
1343,Trading,Peculium,peculium,PCL,220456030
1344,Exchange,CapdaxToken,capdaxtoken,XCD,2500000000
1345,,Aragon Court,aragon-court,ANJ,128645461.38846613
1346,DeFi,Dharma,dharma,DHA,
1347,Stablecoin,Empty Set Dollar,empty-set-dollar,ESD,446012144.97595006
1348,,CACHE Gold,cache-gold,CGT,100771.01
1349,Transportation,Carlive Chain,carlive-chain,IOV,10000000000
1350,Financial,Cindicator,cindicator,CND,2000000004.6079144
1351,Stablecoin,STASIS EURS,stasis-euro,EURS,124125940
1352,Platform,BOScoin,boscoin,BOS,1248426475
1353,Platform,Universa,universa,UTNP,4997891952
1354,Marketing,Sharpay,sharpay,S,4000000000
1355,DeFi,Rai Reflex Index,rai,RAI,3515060.25390973
1356,Decentralized Exchange,dYdX,dydx,DYDX,1000000000
1357,Blockchain Network,0chain,0chain,ZCN,200000000
1358,Exchange,nDEX,ndex,NDEX,15000000000
1359,Social,Indorse Token,indorse-token,IND,170622046.999999
1360,Advertising,Basic Attention Token,basic-attention-token,BAT,1500000000
1361,Virtual Reality,SENSO,senso,SENSO,715280000
1362,Platform,Aditus,aditus,ADI,750000000
1363,Cryptocurrency,Maincoin,maincoin,MNC,374000000
1364,Privacy,Bulwark,bulwark,BWK,15237644.1329747
1365,Exchange,Bitpanda,bitpanda-ecosystem-token,BEST,806705962
1366,IoT,ThingsOperatingSystem,thingsoperatingsystem,TOS,1000000000
1367,Other,TokenClub,tokenclub,TCT,995239500
1368,Energy,WePower,wepower,WPR,745248183.0967742
1369,Financial,Swarm,swarm-fund,SWM,99535052.4739791
1370,Interoperability,Quant,quant,QNT,14612493.080826
1371,Cryptocurrency,Stakinglab,stakinglab,LABX,4042772.32214405
1372,Ethereum,B20,b20,B20,10000000
1373,Cryptocurrency,TENT,tent,TENT,38741780
1374,DeFi,SuperFarm,superfarm,SUPER,999998077.4169173
1375,,SushiSwap: xSUSHI Token,xsushi,xSUSHI,
1376,Exchange,Toko Token,tokocrypto,TKO,500000000
1377,Protocol,Persistence,persistence,XPRT,155513793.620916
1378,Healthcare,Dentacoin,dentacoin,DCN,7283485741241
1379,IoT,IoT Chain,iot-chain,ITC,99999999
1380,Entertainment,BORA,bora,BORA,1205750000
1381,DeFi,Rari Governance Token,rari-governance-token,RGT,12485047.99443493
1382,Financial,Atomic Wallet Coin,atomic-wallet-coin,AWC,100000000
1383,Entertainment,TokenStars,tokenstars,TEAM,17818682.1654
1384,Financial,PlatonCoin,platoncoin,PLTC,300000000
1385,Platform,Neblio,neblio,NEBL,19663577.49537554
1386,Other,Master Contract Token,master-contract-token,MCT,580000000
1387,,SingularityDAO,singularitydao,SDAO,100000000
1388,,Balancer: ETH/WBTC 50/50,balancer_eth_wbtc_5050_lp,BPT-ETH/WBTC-50/50,
1389,,H2O DAO,h2o-dao,H2O,1000000000
1390,,Wrapped BNB,wbnb,WBNB,3868411.99248412
1391,Other,Incodium,incodium,INCO,10000000000
1392,Cryptocurrency,HelloGold,hellogold,HGT,1000000000
1393,Entertainment,Muzika,muzika,MZK,1000000000
1394,Decentralized Exchange,ZKSwap,zkswap,ZKS,1000000000
1395,Exchange,Tokenomy,tokenomy,TEN,200000000
1396,Marketing,1World,1world,1WO,37219452.96
1397,Blockchain Network,Hathor,hathor,HTR,915357280
1398,Other,FirmaChain,firmachain,"FCT,FCT2",677942074.387483
1399,Cryptocurrency,SnowGem,snowgem,XSG,30907160
1400,,SafeMoon Inu,safemoon-inu,SMI,1000000000000
1401,Data,PikcioChain,pikciochain,PKC,83927273
1402,Binance,Inflation Hedging Coin,bnb-inflation-hedging-coin,IHC,621439126933
1403,Financial,SureRemit,sureremit,RMT,744298152
1404,,Nestree,nestree,EGG,2994901340
1405,Other,ValueCyberToken,valuecybertoken,VCT,1000000000
1406,Other,FansTime,fanstime,FTI,10000000000
1407,Lending,UniLend,unilend,UFT,100000000
1408,Other,Traceability Chain,traceability-chain,TAC,1000000000
1409,,GMCoin,gmcoin,GMCOIN,80000000
1410,DeFi,Goose Finance,goose-finance,EGG,1867616.50450207
1411,Ethereum,NFTX,nftx,NFTX,650000
1412,,Venus BNB,venus-bnb,vBNB,84327095
1413,Cryptocurrency,Boolberry,boolberry,BBR,13207453.542509
1414,Platform,Achain,achain,ACT,1000000000
1415,Social,Cobak Token,cobak-token,CBK,100000000
1416,Gambling,DecentBet,decent-bet,DBET,188632973.02179232
1417,Privacy,CloakCoin,cloakcoin,CLOAK,5908246.01474436
1418,Gaming,IQeon,iqeon,IQN,5491860.1987553
1419,Binance,Agora,agora,VOTE,1000000000
1420,Cryptocurrency,eCash,ecash,XEC,18899704673313
1421,Financial,FintruX Network,fintrux-network,FTX,100000000
1422,Financial,Banca,banca,BANCA,20000000000
1423,Blockchain Network,UChain,uchain,UCN,823600646.899701
1424,,The Tokenized Bitcoin,the-tokenized-bitcoin,imBTC,21000000
1425,Platform,Mithril,mithril,MITH,1000000000
1426,Financial,Voyager Token,ethos,VGX,278482214.1856918
1427,,CumRocket,cumrocket,CUMMIES,1320428308.6200805
1428,,Taraxa,taraxa,TARA,10000000000
1429,Platform,Unido EP,unido,UDO,114954387
1430,Blockchain Network,Conflux Network,conflux-network,CFX,5278164274
1431,IoT,IOTA,iota,MIOTA,2779530283
1432,Entertainment,YOYOW,yoyow,YOYOW,1074733892.98456
1433,Platform,Bitnation,bitnation,XPAT,42000000000
1434,Advertising,Thrive,thrive-token,THRT,202027489.6
1435,Cryptocurrency,Global Currency Reserve,global-currency-reserve,GCR,107024221.63874947
1436,Media,NewsToken,newstoken,NEWOS,10000000000
1437,Tokenization,ZrCoin,zrcoin,ZRC,4988893
1438,IoT,IoTeX,iotex,IOTX,9626124332.32
1439,,Phoenix Global (new),phoenix-global-new,PHB,37136774.79
1440,Stablecoin,One Cash,one-cash,ONC,7407
1441,Stablecoin,Midas Dollar,midas-dollar,MDO,160119
1442,Trading,Kattana,kattana,KTN,10000000
1443,,Name Change Token,name-change-token,NCT,58969773.77222222
1444,,Ren: renFIL Token,renfil,RENFIL,
1445,,Uniswap V2: WBTC,uniswap_wbtc_eth_lp,UNI-V2 WBTC/ETH LP,
1446,Financial,Blox,blox,CDT,1000000000
1447,Network,Mysterium,mysterium,MYST,32433365
1448,Protocol,Enigma,enigma,ENG,35238560.94940967
1449,Real Estate,ATLANT,atlant,ATL,54175040.67775495
1450,Decentralized Exchange,CafeSwap Token,cafeswap-token,BREW,19535066.39759544
1451,Other,Diamond Platform Token,diamond-platform-token,DPT,10000000
1452,Financial,Custody Token,custody-token,CUST,10000000000
1453,DeFi,Structured,structured,STR,
1454,,Egoras,egoras,EGR,99097732541.23735
1455,,Huobi BTC,huobi-btc,HBTC,38969.49700474
1456,Blockchain Network,Nervos Network,nervos-network,CKB,36680680992.46365
1457,Prediction Market,Bispex,bispex,BPX,40000000000
1458,Cloud Computing,Golem,golem-network-tokens,GLM,1000000000
1459,Advertising,yOUcash,youcash,YOUC,11000000000
1460,Platform,Vesper,vesper,VSP,10000000
1461,DeFi,DEX.AG,dex-ag,DXG,
